persistentid,venueid,utc_date,utc_hour,local_date,local_hour,gender,age,full_panel_reweighted_sag_score,dwell,home_zip,venuename,address,city,dma,state,country,geolat,geolong,catid,catname,level1catId,level1cat,level2catId,level2cat,level3catId,level3cat,chainid,chainname,parentvenueid,zip,sample
0,440fec14f964a520aa301fe3,2020-05-14,16,2020-05-14,11,Male,Age_30_to_34,105.98114717151824,392,78727.0,Central Presbyterian Church,200 E 8th St,Austin,"Austin, TX",TX,US,30.269685,-97.74042606353476,4bf58dd8d48988d132941735,Churches,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d131941735,Spiritual Centers,4bf58dd8d48988d132941735,Churches,,,,78701,us_all
1,4a908eeaf964a520821820e3,2020-05-04,16,2020-05-04,11,Male,Age_35_to_39,92.50434409131978,433,78741.0,El Jacalito Restaurant,2030 E Oltorf St,Austin,"Austin, TX",TX,US,30.230591840031344,-97.73187572352924,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,,,,78741,us_all
1,4a908eeaf964a520821820e3,2020-05-06,15,2020-05-06,10,Male,Age_35_to_39,90.52289030383704,621,78741.0,El Jacalito Restaurant,2030 E Oltorf St,Austin,"Austin, TX",TX,US,30.230591840031344,-97.73187572352924,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,,,,78741,us_all
2,4a908eeaf964a520821820e3,2020-05-22,17,2020-05-22,12,Female,Age_25_to_29,178.99205212004892,184,78747.0,El Jacalito Restaurant,2030 E Oltorf St,Austin,"Austin, TX",TX,US,30.230591840031344,-97.73187572352924,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,,,,78741,us_all
3,4aba79edf964a5207a8120e3,2020-05-18,16,2020-05-18,11,Male,Age_40_to_44,122.60019296387009,2276,,Texas Department of Public Safety,5805 N Lamar Blvd,Austin,"Austin, TX",TX,US,30.327842001072675,-97.72278785705566,4bf58dd8d48988d126941735,Government Buildings,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d126941735,Government Buildings,,,,,,78752,us_all
4,4b44e76bf964a5208fff25e3,2020-05-12,16,2020-05-12,11,Male,Age_30_to_34,104.81810647443984,624,,H-E-B,1080 Highway 290 E,Elgin,"Austin, TX",TX,US,30.346309520338217,-97.3838855053898,4bf58dd8d48988d118951735,Grocery Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d118951735,Grocery Stores,556ca0b7a7c87f63786a3545,H-E-B Grocery,,78621,us_all
3,4b50e0f3f964a5209c3627e3,2020-05-24,14,2020-05-24,9,Male,Age_40_to_44,130.33367130611052,1286,,Motel 6,5330 N Interstate 35,Austin,"Austin, TX",TX,US,30.313030240434024,-97.70921003696157,4bf58dd8d48988d1fa931735,Hotels,4d4b7105d754a06379d81259,Travel & Transport,4bf58dd8d48988d1fa931735,Hotels,,,556f3bd2bd6a8104863be45e,Motel 6,,78751,us_all
5,4b564c69f964a520f70928e3,2020-05-07,13,2020-05-07,8,Male,Age_25_to_29,205.7114943432402,2933,76511.0,Burnet High School,1401 N Main St,Burnet,"Austin, TX",TX,US,30.77726605768375,-98.2259520451946,4bf58dd8d48988d13d941735,High Schools,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d13b941735,Schools,4bf58dd8d48988d13d941735,High Schools,,,,78611,us_all
5,4b564c69f964a520f70928e3,2020-05-19,16,2020-05-19,11,Male,Age_25_to_29,212.9575367612221,393,76511.0,Burnet High School,1401 N Main St,Burnet,"Austin, TX",TX,US,30.77726605768375,-98.2259520451946,4bf58dd8d48988d13d941735,High Schools,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d13b941735,Schools,4bf58dd8d48988d13d941735,High Schools,,,,78611,us_all
6,4b5f8333f964a520cebe29e3,2020-05-18,16,2020-05-18,11,Female,Age_45_to_49,139.01419052262293,303,,CVS pharmacy,800 W Old Settlers Blvd,Round Rock,"Austin, TX",TX,US,30.536422172774145,-97.69609867152523,4bf58dd8d48988d10f951735,Pharmacies,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d10f951735,Pharmacies,,,556f5631bd6a75a99036ab9b,CVS,,78681,us_all
7,4b5f8333f964a520cebe29e3,2020-05-01,11,2020-05-01,6,Male,Age_30_to_34,131.49911613118846,878,,CVS pharmacy,800 W Old Settlers Blvd,Round Rock,"Austin, TX",TX,US,30.536422172774145,-97.69609867152523,4bf58dd8d48988d10f951735,Pharmacies,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d10f951735,Pharmacies,,,556f5631bd6a75a99036ab9b,CVS,,78681,us_all
8,4c66046c8e9120a13f1bd764,2020-05-08,14,2020-05-08,9,Male,Age_30_to_34,106.80819379585688,546,78617.0,Wonderland Studio,Green Forest Dr,Austin,"Austin, TX",TX,US,30.219300985336304,-97.78412461280824,52f2ab2ebcbc57f1066b8b37,Recording Studios,4d4b7105d754a06378d81259,Shops & Services,52f2ab2ebcbc57f1066b8b37,Recording Studios,,,,,,78745,us_all
9,4c66046c8e9120a13f1bd764,2020-05-13,13,2020-05-13,8,Female,Age_40_to_44,102.226822307662,943,,Wonderland Studio,Green Forest Dr,Austin,"Austin, TX",TX,US,30.219300985336304,-97.78412461280824,52f2ab2ebcbc57f1066b8b37,Recording Studios,4d4b7105d754a06378d81259,Shops & Services,52f2ab2ebcbc57f1066b8b37,Recording Studios,,,,,,78745,us_all
10,4b898ca0f964a520e44032e3,2020-05-05,17,2020-05-05,12,Male,Age_40_to_44,95.1358216015373,846,78754.0,Texaco,2607 S Highway 183,Leander,"Austin, TX",TX,US,30.576234,-97.87228107,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,556e146fa7c82e6b725097df,Texaco,,78641,us_all
5,4b898ca0f964a520e44032e3,2020-05-21,15,2020-05-21,10,Male,Age_25_to_29,216.306644590723,1263,76511.0,Texaco,2607 S Highway 183,Leander,"Austin, TX",TX,US,30.576234,-97.87228107,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,556e146fa7c82e6b725097df,Texaco,,78641,us_all
11,4b92a1faf964a520d90b34e3,2020-05-27,15,2020-05-27,10,Male,Age_45_to_49,98.35481093198148,375,,Austin Sports Center,1420 Toro Grande Dr,Cedar Park,"Austin, TX",TX,US,30.54371031672285,-97.77773319553366,4bf58dd8d48988d162941735,Other Great Outdoors,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d162941735,Other Great Outdoors,,,,,,78613,us_all
12,4b92a1faf964a520d90b34e3,2020-05-06,13,2020-05-06,8,Male,Age_50_to_54,133.91554095788732,290,,Austin Sports Center,1420 Toro Grande Dr,Cedar Park,"Austin, TX",TX,US,30.54371031672285,-97.77773319553366,4bf58dd8d48988d162941735,Other Great Outdoors,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d162941735,Other Great Outdoors,,,,,,78613,us_all
11,4b92a1faf964a520d90b34e3,2020-05-06,13,2020-05-06,8,Male,Age_45_to_49,106.0954445319372,285,,Austin Sports Center,1420 Toro Grande Dr,Cedar Park,"Austin, TX",TX,US,30.54371031672285,-97.77773319553366,4bf58dd8d48988d162941735,Other Great Outdoors,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d162941735,Other Great Outdoors,,,,,,78613,us_all
12,4b92a1faf964a520d90b34e3,2020-05-01,15,2020-05-01,10,Male,Age_50_to_54,135.93167667243495,802,,Austin Sports Center,1420 Toro Grande Dr,Cedar Park,"Austin, TX",TX,US,30.54371031672285,-97.77773319553366,4bf58dd8d48988d162941735,Other Great Outdoors,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d162941735,Other Great Outdoors,,,,,,78613,us_all
13,4b92a1faf964a520d90b34e3,2020-05-08,14,2020-05-08,9,Male,Age_35_to_39,89.3164027613232,335,,Austin Sports Center,1420 Toro Grande Dr,Cedar Park,"Austin, TX",TX,US,30.54371031672285,-97.77773319553366,4bf58dd8d48988d162941735,Other Great Outdoors,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d162941735,Other Great Outdoors,,,,,,78613,us_all
14,4b92a1faf964a520d90b34e3,2020-05-18,17,2020-05-18,12,Male,Age_35_to_39,79.80388103648409,1288,,Austin Sports Center,1420 Toro Grande Dr,Cedar Park,"Austin, TX",TX,US,30.54371031672285,-97.77773319553366,4bf58dd8d48988d162941735,Other Great Outdoors,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d162941735,Other Great Outdoors,,,,,,78613,us_all
14,4b92a1faf964a520d90b34e3,2020-05-13,16,2020-05-13,11,Male,Age_35_to_39,76.60292844536292,2385,,Austin Sports Center,1420 Toro Grande Dr,Cedar Park,"Austin, TX",TX,US,30.54371031672285,-97.77773319553366,4bf58dd8d48988d162941735,Other Great Outdoors,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d162941735,Other Great Outdoors,,,,,,78613,us_all
8,4ba9259ef964a5202b0f3ae3,2020-05-11,16,2020-05-11,11,Male,Age_30_to_34,110.45089860883547,853,78617.0,Del Valle Elementary,5400 Ross Rd,Austin,"Austin, TX",TX,US,30.17567798645657,-97.62122589883158,4f4533804b9074f6e4fb0105,Elementary Schools,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d13b941735,Schools,4f4533804b9074f6e4fb0105,Elementary Schools,,,,78617,us_all
15,4d535366cf8b2c0f03fd9770,2020-05-23,15,2020-05-23,10,Male,Age_40_to_44,115.63450397570084,14038,,Wholly Cow Burgers,3010 S Lamar Blvd,Austin,"Austin, TX",TX,US,30.242815808668865,-97.78382111372628,4bf58dd8d48988d16c941735,Burger Joints,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16c941735,Burger Joints,,,,,,78704,us_all
15,4d535366cf8b2c0f03fd9770,2020-05-18,11,2020-05-18,6,Male,Age_40_to_44,124.93024285290932,33666,,Wholly Cow Burgers,3010 S Lamar Blvd,Austin,"Austin, TX",TX,US,30.242815808668865,-97.78382111372628,4bf58dd8d48988d16c941735,Burger Joints,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16c941735,Burger Joints,,,,,,78704,us_all
16,4d535366cf8b2c0f03fd9770,2020-05-08,14,2020-05-08,9,Male,Age_45_to_49,92.4046007588762,994,78664.0,Wholly Cow Burgers,3010 S Lamar Blvd,Austin,"Austin, TX",TX,US,30.242815808668865,-97.78382111372628,4bf58dd8d48988d16c941735,Burger Joints,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16c941735,Burger Joints,,,,,,78704,us_all
1,4d535366cf8b2c0f03fd9770,2020-05-20,17,2020-05-20,12,Male,Age_35_to_39,87.70701117041496,312,78741.0,Wholly Cow Burgers,3010 S Lamar Blvd,Austin,"Austin, TX",TX,US,30.242815808668865,-97.78382111372628,4bf58dd8d48988d16c941735,Burger Joints,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16c941735,Burger Joints,,,,,,78704,us_all
15,4d535366cf8b2c0f03fd9770,2020-05-19,13,2020-05-19,8,Male,Age_40_to_44,123.83208734639332,2488,,Wholly Cow Burgers,3010 S Lamar Blvd,Austin,"Austin, TX",TX,US,30.242815808668865,-97.78382111372628,4bf58dd8d48988d16c941735,Burger Joints,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16c941735,Burger Joints,,,,,,78704,us_all
17,4d73e574ec075481c5ff9cbf,2020-05-25,14,2020-05-25,9,Male,Age_50_to_54,150.35493081386113,1663,,Taqueria La Escondida #3,1333 W Ben White Blvd,Austin,"Austin, TX",TX,US,30.227337,-97.78113663196564,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,,,,78704,us_all
18,4bd3532a41b9ef3bebe3ffe5,2020-05-08,12,2020-05-08,7,Male,Age_35_to_39,90.35080782586816,2282,,"Ferguson Bath, Kitchen & Lighting Gallery",700 E Saint Elmo Rd,Austin,"Austin, TX",TX,US,30.215773309882294,-97.75807179474872,4bf58dd8d48988d112951735,Hardware Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d112951735,Hardware Stores,,,556d1b42aceaff43eb0a52f2,Ferguson,,78745,us_all
18,4bd3532a41b9ef3bebe3ffe5,2020-05-15,13,2020-05-15,8,Male,Age_35_to_39,88.50189065002353,2743,,"Ferguson Bath, Kitchen & Lighting Gallery",700 E Saint Elmo Rd,Austin,"Austin, TX",TX,US,30.215773309882294,-97.75807179474872,4bf58dd8d48988d112951735,Hardware Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d112951735,Hardware Stores,,,556d1b42aceaff43eb0a52f2,Ferguson,,78745,us_all
9,4be624eecf200f47c14c143c,2020-05-29,17,2020-05-29,12,Female,Age_40_to_44,95.93624583146982,838,,Bolm Studios,5305 Bolm Rd,Austin,"Austin, TX",TX,US,30.257983803749084,-97.69116997718812,4bf58dd8d48988d1e2931735,Art Galleries,4d4b7104d754a06370d81259,Arts & Entertainment,4bf58dd8d48988d1e2931735,Art Galleries,,,,,,78721,us_all
0,4df6859e1f6e94c2c77d0809,2020-05-02,16,2020-05-02,11,Male,Age_30_to_34,105.98454953944233,1646,78727.0,Torchy's Tacos,11521 N Fm 620 Rd,Austin,"Austin, TX",TX,US,30.452982,-97.82777,4bf58dd8d48988d151941735,Taco Places,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,4bf58dd8d48988d151941735,Taco Places,5569f334a7c8896abe7c585d,Torchy's Tacos,,78726,us_all
19,4df6859e1f6e94c2c77d0809,2020-05-07,16,2020-05-07,11,Female,Age_45_to_49,94.12219081909946,61,,Torchy's Tacos,11521 N Fm 620 Rd,Austin,"Austin, TX",TX,US,30.452982,-97.82777,4bf58dd8d48988d151941735,Taco Places,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,4bf58dd8d48988d151941735,Taco Places,5569f334a7c8896abe7c585d,Torchy's Tacos,,78726,us_all
20,4bf982564a67c928dffc26cf,2020-05-19,12,2020-05-19,7,Male,Age_55_to_59,208.4800215127856,515,77833.0,Dairy Queen,77 N Kessler Ave,Schulenburg,"Austin, TX",TX,US,29.68954115371593,-96.90308311270964,4bf58dd8d48988d1c9941735,Ice Cream Shops,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1d0941735,Dessert Shops,4bf58dd8d48988d1c9941735,Ice Cream Shops,556a4bb0a7c8957d73d68bb4,Dairy Queen,,78956,us_all
21,4c01a6d2716bc9b6cb44bc55,2020-05-06,12,2020-05-06,7,Female,Age_20_to_24,326.07499589035837,792,,Spring Food Mart,13100 Pond Springs Rd,Austin,"Austin, TX",TX,US,30.443772979909262,-97.77585437984592,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,,,,78729,us_all
20,4e6bdcf445dd435bc0cafaea,2020-05-10,13,2020-05-10,8,Male,Age_55_to_59,233.47681565809975,18584,77833.0,Schulenburg Liquor,317 Summit St,Schulenburg,"Austin, TX",TX,US,29.682057133135128,-96.9033450958112,4bf58dd8d48988d186941735,Liquor Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d186941735,Liquor Stores,,,,78956,us_all
20,4e6bdcf445dd435bc0cafaea,2020-05-02,17,2020-05-02,12,Male,Age_55_to_59,222.80822220181972,4910,77833.0,Schulenburg Liquor,317 Summit St,Schulenburg,"Austin, TX",TX,US,29.682057133135128,-96.9033450958112,4bf58dd8d48988d186941735,Liquor Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d186941735,Liquor Stores,,,,78956,us_all
20,4e6bdcf445dd435bc0cafaea,2020-05-22,15,2020-05-22,10,Male,Age_55_to_59,197.21356465754943,9602,77833.0,Schulenburg Liquor,317 Summit St,Schulenburg,"Austin, TX",TX,US,29.682057133135128,-96.9033450958112,4bf58dd8d48988d186941735,Liquor Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d186941735,Liquor Stores,,,,78956,us_all
20,4e6bdcf445dd435bc0cafaea,2020-05-06,16,2020-05-06,11,Male,Age_55_to_59,214.53041512292623,2637,77833.0,Schulenburg Liquor,317 Summit St,Schulenburg,"Austin, TX",TX,US,29.682057133135128,-96.9033450958112,4bf58dd8d48988d186941735,Liquor Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d186941735,Liquor Stores,,,,78956,us_all
20,4e6bdcf445dd435bc0cafaea,2020-05-29,12,2020-05-29,7,Male,Age_55_to_59,208.57559448814465,11410,77833.0,Schulenburg Liquor,317 Summit St,Schulenburg,"Austin, TX",TX,US,29.682057133135128,-96.9033450958112,4bf58dd8d48988d186941735,Liquor Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d186941735,Liquor Stores,,,,78956,us_all
13,4efb696430f894d86bfe05f0,2020-05-18,13,2020-05-18,8,Male,Age_35_to_39,94.72309276431082,320,,Shallow Green Golf Club,,Austin,"Austin, TX",TX,US,30.34492620302854,-97.58181102820342,4bf58dd8d48988d1e6941735,Golf Courses,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d1e6941735,Golf Courses,,,,78653,us_all
13,4efb696430f894d86bfe05f0,2020-05-29,17,2020-05-29,12,Male,Age_35_to_39,90.13378801179398,507,,Shallow Green Golf Club,,Austin,"Austin, TX",TX,US,30.34492620302854,-97.58181102820342,4bf58dd8d48988d1e6941735,Golf Courses,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d1e6941735,Golf Courses,,,,78653,us_all
22,4f42b338d4f2dd374e4889eb,2020-05-02,17,2020-05-02,12,Female,Age_35_to_39,106.73659122149724,272,78642.0,Shell,13677 W State Highway 29,Liberty Hill,"Austin, TX",TX,US,30.66756413,-97.91089485,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,556f7a12bd6a75a9903bddb6,Shell,,78642,us_all
22,4f42b338d4f2dd374e4889eb,2020-05-22,16,2020-05-22,11,Female,Age_35_to_39,95.08965042018666,187,78642.0,Shell,13677 W State Highway 29,Liberty Hill,"Austin, TX",TX,US,30.66756413,-97.91089485,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,556f7a12bd6a75a9903bddb6,Shell,,78642,us_all
23,4c6842876b25e21ec025192f,2020-05-29,13,2020-05-29,8,Male,Age_40_to_44,79.92334839445287,601,,The Cove,,Austin,"Austin, TX",TX,US,30.298233662818163,-97.79014843329892,4bf58dd8d48988d12d951735,Boats or Ferries,4d4b7105d754a06379d81259,Travel & Transport,4bf58dd8d48988d12d951735,Boats or Ferries,,,,,,,us_all
24,510813dae4b003748fffd9cc,2020-05-26,16,2020-05-26,11,Male,Age_45_to_49,93.42669175222822,93,,Bell Apartments - Southwest,3621 West Slaughter Lane,Austin,"Austin, TX",TX,US,30.18328732184365,-97.85316049614218,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),4e67e38e036454776db1fb3a,Residences,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),,,,,,78749,us_all
24,510813dae4b003748fffd9cc,2020-05-19,14,2020-05-19,9,Male,Age_45_to_49,97.00156810016098,494,,Bell Apartments - Southwest,3621 West Slaughter Lane,Austin,"Austin, TX",TX,US,30.18328732184365,-97.85316049614218,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),4e67e38e036454776db1fb3a,Residences,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),,,,,,78749,us_all
25,518ddad6498e52b93ceab8df,2020-05-30,17,2020-05-30,12,Male,Age_45_to_49,104.71994804866016,150,78752.0,Shoal Creek North,8605 Shoal Creek Blvd,Austin,"Austin, TX",TX,US,30.372049375653447,-97.7367237555432,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),4e67e38e036454776db1fb3a,Residences,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),,,,,,78757,us_all
26,518ddad6498e52b93ceab8df,2020-05-27,17,2020-05-27,12,Male,Age_35_to_39,82.30752577064331,506,76542.0,Shoal Creek North,8605 Shoal Creek Blvd,Austin,"Austin, TX",TX,US,30.372049375653447,-97.7367237555432,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),4e67e38e036454776db1fb3a,Residences,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),,,,,,78757,us_all
27,4d08280a43b36ea875ab2bef,2020-05-08,17,2020-05-08,12,Male,Age_45_to_49,116.7642537083266,2555,,Bed Bath & Beyond,9333 Research Blvd Ste A4,Austin,"Austin, TX",TX,US,30.383453949662805,-97.73875536054231,4bf58dd8d48988d1f8941735,Furniture / Home Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f8941735,Furniture / Home Stores,,,556de729a7c82f0fe9875f42,Bed Bath & Beyond,,78759,us_all
28,4d41951589616dcb407810b5,2020-05-14,16,2020-05-14,11,Male,Age_45_to_49,97.88204085858592,2924,78734.0,Vineyard Bay Marina,,,"Austin, TX",TX,US,30.3912622613382,-97.95048860154874,4bf58dd8d48988d1e0941735,Harbors / Marinas,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d1e0941735,Harbors / Marinas,,,,,,,us_all
28,4d41951589616dcb407810b5,2020-05-21,15,2020-05-21,10,Male,Age_45_to_49,98.29006052526512,2514,78734.0,Vineyard Bay Marina,,,"Austin, TX",TX,US,30.3912622613382,-97.95048860154874,4bf58dd8d48988d1e0941735,Harbors / Marinas,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d1e0941735,Harbors / Marinas,,,,,,,us_all
29,4d41951589616dcb407810b5,2020-05-16,15,2020-05-16,10,Female,Age_40_to_44,78.92646221550122,5265,,Vineyard Bay Marina,,,"Austin, TX",TX,US,30.3912622613382,-97.95048860154874,4bf58dd8d48988d1e0941735,Harbors / Marinas,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d1e0941735,Harbors / Marinas,,,,,,,us_all
30,4d41951589616dcb407810b5,2020-05-21,14,2020-05-21,9,Male,Age_35_to_39,74.82593133845822,1173,,Vineyard Bay Marina,,,"Austin, TX",TX,US,30.3912622613382,-97.95048860154874,4bf58dd8d48988d1e0941735,Harbors / Marinas,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d1e0941735,Harbors / Marinas,,,,,,,us_all
31,4da0aa5c22a5f04d7050ea54,2020-05-27,15,2020-05-27,10,Male,Age_30_to_34,128.56691123227225,152,,Chris's Liquor,2203 S Lamar Blvd,Austin,"Austin, TX",TX,US,30.247325185300586,-97.77333344857846,4bf58dd8d48988d186941735,Liquor Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d186941735,Liquor Stores,,,,78704,us_all
13,55732b31498ee344c693dbe7,2020-05-28,15,2020-05-28,10,Male,Age_35_to_39,85.63064221686552,8903,,Serene Hills,,Lakeway,"Austin, TX",TX,US,30.328658,-98.008652,4f2a210c4b9023bd5841ed28,Housing Developments,4e67e38e036454776db1fb3a,Residences,4f2a210c4b9023bd5841ed28,Housing Developments,,,,,,,us_all
32,55732b31498ee344c693dbe7,2020-05-02,14,2020-05-02,9,Male,Age_45_to_49,103.8396789057918,5696,78664.0,Serene Hills,,Lakeway,"Austin, TX",TX,US,30.328658,-98.008652,4f2a210c4b9023bd5841ed28,Housing Developments,4e67e38e036454776db1fb3a,Residences,4f2a210c4b9023bd5841ed28,Housing Developments,,,,,,,us_all
4,55732b31498ee344c693dbe7,2020-05-19,14,2020-05-19,9,Male,Age_30_to_34,108.72438735002326,1628,,Serene Hills,,Lakeway,"Austin, TX",TX,US,30.328658,-98.008652,4f2a210c4b9023bd5841ed28,Housing Developments,4e67e38e036454776db1fb3a,Residences,4f2a210c4b9023bd5841ed28,Housing Developments,,,,,,,us_all
33,58af487a25911e5ade63782a,2020-05-14,12,2020-05-14,7,Male,Age_25_to_29,208.8431852407949,5684,78734.0,Bentley of Austin,12989 N Highway 183,Austin,"Austin, TX",TX,US,30.4386126,-97.7762751,4bf58dd8d48988d124951735,Automotive Shops,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d124951735,Automotive Shops,,,57be4b0b498e9ded391dc3c5,Bentley Motors Limited,,78750,us_all
34,58be2ef00bc55b0ba79fc9eb,2020-05-27,14,2020-05-27,9,Female,Age_40_to_44,82.61474465019107,3726,,Chandelier,2336 Douglas St,Austin,"Austin, TX",TX,US,30.22843206272289,-97.73402918450604,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),4e67e38e036454776db1fb3a,Residences,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),,,,,,78741,us_all
35,5bbfe110deb4950025262f2f,2020-05-26,16,2020-05-26,11,Female,Age_40_to_44,102.84979994660436,26315,,Fluff Meringues & More,4800 Burnet Rd,Austin,"Austin, TX",TX,US,30.319002,-97.739627,4bf58dd8d48988d16a941735,Bakeries,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16a941735,Bakeries,,,,,,78756,us_all
35,5bbfe110deb4950025262f2f,2020-05-27,14,2020-05-27,9,Female,Age_40_to_44,98.3816398393173,28322,,Fluff Meringues & More,4800 Burnet Rd,Austin,"Austin, TX",TX,US,30.319002,-97.739627,4bf58dd8d48988d16a941735,Bakeries,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16a941735,Bakeries,,,,,,78756,us_all
26,5c07ff94a4b51b0039fa4be1,2020-05-05,16,2020-05-05,11,Male,Age_35_to_39,85.77965253462617,121,76542.0,Kerbey Lane Cafe,2200 Aldrich St Ste 100,Austin,"Austin, TX",TX,US,30.300496109356043,-97.70370116262144,4bf58dd8d48988d143941735,Breakfast Spots,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d143941735,Breakfast Spots,,,,,4b9a573ff964a52069ad35e3,78723,us_all
26,5cb5daf759c423002ca302d2,2020-05-19,15,2020-05-19,10,Male,Age_35_to_39,91.01490137836144,121,76542.0,ECi Software Solutions,3420 Executive Center Dr #250,Austin,"Austin, TX",TX,US,30.35957092815489,-97.7463465493739,4bf58dd8d48988d124941735,Offices,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d124941735,Offices,,,,,4e84bd8049012a83635aa9cc,78731,us_all
36,4f248383e4b0b653a3b0d385,2020-05-27,16,2020-05-27,11,Male,Age_20_to_24,352.1865726618763,342,78205.0,Tanger Outlet San Marcos,4015 S Interstate 35,San Marcos,"Austin, TX",TX,US,29.82353347399234,-97.9881878497778,5744ccdfe4b0c0459246b4df,Outlet Malls,4d4b7105d754a06378d81259,Shops & Services,5744ccdfe4b0c0459246b4df,Outlet Malls,,,5569f984a7c8896abe7d26cd,Tanger Outlets,,78666,us_all
